Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,
8/3/2011,3,August,2011,32,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
12/31/2011,31,December,2011,25,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
1/17/2011,17,January,2011,42,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
4/25/2011,25,April,2011,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
4/28/2011,28,April,2011,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
7/4/2011,4,July,2011,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
8/2/2011,2,August,2011,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
6/21/2011,21,June,2011,18,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
7/21/2011,21,July,2011,18,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/11/2011,11,November,2011,18,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/20/2011,20,November,2011,18,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
4/15/2011,15,April,2011,18,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/2/2011,2,June,2011,18,Youth (<25),F,Australia,South Australia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/24/2011,24,December,2011,36,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
8/26/2011,26,August,2011,27,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/12/2011,12,December,2011,34,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 48",1,$487 ,$783 ,$296 ,$487 ,$783 ,
6/1/2011,1,June,2011,18,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/7/2011,7,June,2011,18,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
4/19/2011,19,April,2011,28,Young Adults (25-34),M,Germany,Brandenburg,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/18/2011,18,January,2011,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
10/23/2011,23,October,2011,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/24/2011,24,December,2011,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
5/14/2011,14,May,2011,22,Youth (<25),F,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/10/2011,10,January,2011,37,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
2/24/2011,24,February,2011,28,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
4/20/2011,20,April,2011,28,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/3/2011,3,July,2011,28,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/3/2011,3,September,2011,28,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/31/2011,31,July,2011,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/31/2011,31,August,2011,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/6/2011,6,September,2011,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
12/21/2011,21,December,2011,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/1/2011,1,July,2011,35,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/6/2011,6,July,2011,35,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/10/2011,10,January,2011,35,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/28/2011,28,July,2011,35,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/4/2011,4,July,2011,36,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/30/2011,30,July,2011,31,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/3/2011,3,July,2011,37,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/17/2011,17,July,2011,33,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/22/2011,22,July,2011,33,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/10/2011,10,July,2011,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/25/2011,25,September,2011,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/11/2011,11,July,2011,33,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/21/2011,21,August,2011,38,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/19/2011,19,August,2011,56,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
8/17/2011,17,August,2011,51,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
8/18/2011,18,August,2011,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/17/2011,17,January,2011,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
3/8/2011,8,March,2011,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/20/2011,20,June,2011,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/20/2011,20,August,2011,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/12/2011,12,August,2011,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/24/2011,24,August,2011,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
1/2/2011,2,January,2011,35,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
1/6/2011,6,January,2011,35,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
1/8/2011,8,January,2011,35,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
1/7/2011,7,January,2011,41,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
8/15/2011,15,August,2011,41,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
11/19/2011,19,November,2011,45,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",1,$487 ,$783 ,$296 ,$487 ,$783 ,
12/8/2011,8,December,2011,45,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",1,$487 ,$783 ,$296 ,$487 ,$783 ,
8/23/2011,23,August,2011,23,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
3/12/2011,12,March,2011,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
5/4/2011,4,May,2011,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
5/17/2011,17,May,2011,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
5/18/2011,18,May,2011,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
7/19/2011,19,July,2011,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
11/28/2011,28,November,2011,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
12/20/2011,20,December,2011,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
4/29/2011,29,April,2011,27,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/12/2011,12,June,2011,27,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
7/6/2011,6,July,2011,27,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
7/15/2011,15,July,2011,30,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/27/2011,27,October,2011,30,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/5/2011,5,August,2011,33,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
11/24/2011,24,November,2011,33,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
1/12/2011,12,January,2011,33,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/17/2011,17,May,2011,33,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/6/2011,6,January,2011,34,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
3/19/2011,19,March,2011,34,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/3/2011,3,August,2011,49,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
9/24/2011,24,September,2011,49,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
9/18/2011,18,September,2011,21,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
11/10/2011,10,November,2011,21,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/17/2011,17,September,2011,23,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
10/21/2011,21,October,2011,23,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
11/24/2011,24,November,2011,23,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
2/22/2011,22,February,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
3/17/2011,17,March,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
5/1/2011,1,May,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
5/22/2011,22,May,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
6/2/2011,2,June,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/25/2011,25,August,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/25/2011,25,September,2011,28,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
11/20/2011,20,November,2011,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
10/11/2011,11,October,2011,35,Adults (35-64),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/26/2011,26,January,2011,38,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
10/3/2011,3,October,2011,38,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/13/2011,13,September,2011,17,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
4/16/2011,16,April,2011,25,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
9/24/2011,24,September,2011,25,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/13/2011,13,October,2011,45,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/3/2011,3,January,2011,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/24/2011,24,January,2011,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/19/2011,19,October,2011,41,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
11/8/2011,8,November,2011,40,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
6/1/2011,1,June,2011,41,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
2/1/2011,1,February,2011,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
2/5/2011,5,February,2011,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
4/8/2011,8,April,2011,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
4/15/2011,15,April,2011,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
8/15/2011,15,August,2011,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
2/22/2011,22,February,2011,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
3/1/2011,1,March,2011,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
4/28/2011,28,April,2011,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
4/6/2011,6,April,2011,34,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
9/15/2011,15,September,2011,34,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/13/2011,13,August,2011,54,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/15/2011,15,August,2011,54,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/4/2011,4,October,2011,54,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
2/6/2011,6,February,2011,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/28/2011,28,November,2011,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/6/2011,6,May,2011,31,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/16/2011,16,November,2011,20,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/20/2011,20,October,2011,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/22/2011,22,August,2011,33,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/11/2011,11,January,2011,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
12/29/2011,29,December,2011,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
4/20/2011,20,April,2011,34,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/12/2011,12,May,2011,19,Youth (<25),F,Germany,Hessen,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
4/28/2011,28,April,2011,32,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/27/2011,27,May,2011,51,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
7/25/2011,25,July,2011,51,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
8/17/2011,17,August,2011,48,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/30/2011,30,January,2011,36,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
3/6/2011,6,March,2011,36,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/9/2011,9,May,2011,36,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
9/19/2011,19,September,2011,36,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/16/2011,16,January,2011,37,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
2/26/2011,26,February,2011,37,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/12/2011,12,January,2011,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
2/20/2011,20,February,2011,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
4/18/2011,18,April,2011,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/8/2011,8,July,2011,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
12/7/2011,7,December,2011,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/24/2011,24,July,2011,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/26/2011,26,July,2011,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
